20220101, 대구, 팥(적두), 258000, 
20220107, 서울, 아몬드, 1430, 
20220107, 서울, 아몬드, 990, 
20220107, 서울, 아몬드, 2360, 
20220107, 서울, 아몬드, 1280, 
20220107, 부산, 아몬드, 1200, 
20220107, 부산, 아몬드, 1430, 
20220107, 부산, 아몬드, 1650, 
20220107, 서울서부, 오이, 42700, 
20220107, 대전, 오이, 42700, 
20220107, 서울서부, 오이, 9330, 
20220107, 서울, 오이, 13300, 
20220107, 서울, 오이, 14970, 
20220107, 서울, 오이, 13900, 
20220107, 서울, 오이, 13270, 
20220107, 서울, 오이, 13300, 
20220107, 대구, 오이, 12450, 
20220107, 인천, 오이, 13900, 
20220107, 광주, 오이, 10000, 
20220107, 광주, 오이, 14970, 
20220107, 광주, 오이, 12450, 
20220107, 대전, 오이, 12450, 
20220107, 세종, 오이, 12450, 
20220107, 경기, 오이, 15270, 
20220107, 경기의정부, 오이, 14970, 
20220107, 강원강릉, 오이, 10000, 
20220107, 강원강릉, 오이, 14970, 
20220107, 청주, 오이, 14930, 
20220107, 전북전주, 오이, 9330, 
20220107, 전주, 오이, 12450, 
20220107, 전남순천, 오이, 14970, 
20220107, 전남순천, 오이, 10000, 
20220107, 제주, 오이, 12450, 
20220107, 서울서부, 오이, 38200, 
20220107, 대전, 오이, 38700, 
20220107, 서울서부, 호박, 33000, 
20220107, 부산, 호박, 32000, 
20220107, 대구, 호박, 33000, 
20220107, 대전, 호박, 35500, 
20220107, 서울서부, 호박, 2500, 
20220107, 서울서부, 호박, 2000, 
20220107, 서울, 호박, 2490, 
20220107, 서울, 호박, 1790, 
20220107, 서울, 호박, 2580, 
20220107, 서울, 호박, 2280, 
20220107, 서울, 호박, 2490, 
20220107, 서울서부, 붉은고추, 790, 
20220107, 부산, 붉은고추, 700, 
20220107, 대구, 붉은고추, 800, 
20220107, 인천, 붉은고추, 1000, 
20220107, 광주, 붉은고추, 800, 
20220107, 울산, 붉은고추, 760, 
20220107, 경기수원, 붉은고추, 750, 
20220107, 서울서부, 마늘, 110000, 
20220107, 부산, 마늘, 110000, 
20220107, 대구, 마늘, 110000, 
20220107, 대전, 마늘, 95000, 
20220107, 서울서부, 마늘, 105000, 
20220107, 대구, 마늘, 102000, 
20220107, 대전, 마늘, 75000, 
20220107, 서울서부, 양파, 17100, 
20220107, 부산, 양파, 17000, 
20220107, 대구, 양파, 16000, 
20220107, 대전, 양파, 15500, 
20220107, 서울서부, 양파, 1860, 
20220107, 서울서부, 양파, 2000, 
20220107, 서울, 양파, 2330, 
20220107, 서울, 양파, 2490, 
20220107, 서울, 양파, 2210, 
20220107, 서울, 양파, 1330, 
20220107, 서울, 양파, 2330, 
20220107, 부산, 양파, 2000, 
20220107, 부산, 양파, 2490, 
20220107, 부산, 양파, 1600, 
20220107, 대구, 양파, 2000, 
20220107, 대구, 양파, 2210, 
20220107, 대구, 양파, 2490, 
20220107, 인천, 양파, 2000, 
20220107, 인천, 양파, 2330, 
20220107, 광주, 양파, 2000, 
20220107, 광주, 양파, 2490, 
20220107, 광주, 양파, 2210, 
20220107, 대전, 양파, 1830, 
20220107, 대전, 양파, 2210, 
20220107, 대구, 돼지고기, 2370, 
20220107, 대구, 돼지고기, 2280, 
20220107, 대구, 돼지고기, 1790, 
20220107, 인천, 돼지고기, 2500, 
20220107, 인천, 돼지고기, 2380, 
20220107, 광주, 돼지고기, 2110, 
20220107, 광주, 돼지고기, 1790, 
20220107, 광주, 돼지고기, 2280, 
20220107, 대전, 돼지고기, 2400, 
20220107, 대전, 돼지고기, 2280, 
20220107, 대전, 돼지고기, 2380, 
20220107, 울산, 돼지고기, 3000, 
20220107, 울산, 돼지고기, 1790, 
20220107, 세종, 돼지고기, 2280, 
20220107, 제주, 건미역, 2990, 
20220107, 서울서부, 굴, 12000, 
20220107, 부산, 굴, 12500, 
20220107, 대구, 굴, 13600, 
20220107, 대전, 굴, 15300, 
20220107, 서울서부, 굴, 20000, 
20220107, 서울서부, 굴, 19100, 
20220107, 서울, 굴, 19800, 
20220107, 서울, 굴, 36600, 
20220107, 서울, 굴, 46530, 
20220107, 서울, 굴, 16500, 
20220107, 서울, 굴, 19800, 
20220107, 부산, 굴, 16000, 
20220107, 부산, 굴, 31140, 
20220107, 부산, 굴, 27920, 
20220107, 대구, 굴, 15000, 
20220107, 대구, 굴, 46530, 
20220107, 대구, 굴, 31140, 
20220107, 인천, 굴, 19800, 
20220107, 광주, 굴, 14200, 
20220107, 광주, 굴, 36600, 
20220107, 광주, 굴, 25800, 
20220107, 대전, 굴, 18700, 
20220107, 대전, 굴, 46530, 
20220107, 대전, 굴, 19800, 
20220107, 울산, 굴, 19600, 
20220107, 울산, 굴, 36600, 
20220107, 세종, 굴, 46530, 
20220107, 경기수원, 굴, 21600, 
20220107, 경기, 굴, 19800, 
20220107, 경기의정부, 굴, 36600, 
20220107, 강원, 굴, 19800, 
20220107, 강원강릉, 굴, 25000, 
20220107, 강원강릉, 굴, 36600, 
20220107, 충북청주, 굴, 17600, 
20220107, 청주, 굴, 14230, 
20220107, 전북전주, 굴, 16000, 
20220107, 전주, 굴, 29800, 
20220107, 전남순천, 굴, 36600, 
20220107, 전남순천, 굴, 15300, 
20220107, 부산, 배, 35980, 
20220107, 대구, 배, 39300, 
20220107, 대구, 배, 39500, 
20220107, 인천, 배, 35000, 
20220107, 광주, 배, 37000, 
20220107, 광주, 배, 35980, 
20220107, 광주, 배, 39500, 
20220107, 대전, 배, 35800, 
20220107, 대전, 배, 21800, 
20220107, 울산, 배, 33300, 
20220107, 울산, 배, 35980, 
20220107, 세종, 배, 39500, 
20220107, 경기수원, 배, 43300, 
20220107, 경기, 배, 36000, 
20220107, 강원춘천, 배, 32500, 
20220107, 강원강릉, 배, 35000, 
20220107, 강원강릉, 배, 35980, 
20220107, 충북청주, 배, 40000, 
20220107, 청주, 배, 41670, 
20220107, 전북전주, 배, 31000, 
20220107, 전주, 배, 39500, 
20220107, 전남순천, 배, 35980, 
20220107, 전남순천, 배, 27700, 
20220107, 경북포항, 배, 30000, 
20220107, 대구, 아몬드, 1300, 
20220107, 대구, 아몬드, 990, 
20220107, 대구, 아몬드, 1430, 
20220107, 인천, 아몬드, 1750, 
20220107, 인천, 아몬드, 1280, 
20220107, 광주, 아몬드, 1430, 
20220107, 광주, 아몬드, 1430, 
20220107, 광주, 아몬드, 990, 
20220107, 대전, 아몬드, 1570, 
20220107, 대전, 아몬드, 990, 
20220107, 대전, 아몬드, 1280, 
20220107, 울산, 아몬드, 1220, 
20220107, 울산, 아몬드, 1320, 
20220107, 세종, 아몬드, 990, 
20220107, 경기수원, 아몬드, 1370, 
20220107, 경기, 아몬드, 1530, 
20220107, 경기의정부, 아몬드, 1320, 
20220107, 강원춘천, 아몬드, 1700, 
20220107, 강원, 아몬드, 1250, 
20220107, 강원강릉, 아몬드, 1890, 
20220107, 강원강릉, 아몬드, 1430, 
20220107, 충북청주, 아몬드, 1650, 
20220107, 청주, 아몬드, 1870, 
20220107, 전북전주, 아몬드, 1360, 
20220107, 전주, 아몬드, 990, 
20220107, 전남순천, 아몬드, 1320, 
20220107, 전남순천, 아몬드, 1360, 
20220107, 경북포항, 아몬드, 1500, 
20220107, 강원강릉, 양배추, 2000, 
20220107, 강원강릉, 양배추, 2990, 
20220107, 충북청주, 양배추, 2000, 
20220107, 전주, 양배추, 3280, 
20220107, 전남순천, 양배추, 2990, 
20220107, 경북포항, 양배추, 2160, 
20220107, 경북포항, 양배추, 3490, 
20220107, 경북안동, 양배추, 3280, 
20220107, 경남창원, 양배추, 2500, 
20220107, 경남창원, 양배추, 1980, 
20220107, 제주, 양배추, 2000, 
20220107, 제주, 양배추, 1980, 
20220107, 서울서부, 시금치, 11700, 
20220107, 부산, 시금치, 11000, 
20220107, 대구, 시금치, 11000, 
20220107, 대전, 시금치, 13000, 
20220107, 서울, 시금치, 10430, 
20220107, 서울, 시금치, 6600, 
20220107, 부산, 시금치, 4500, 
20220107, 부산, 시금치, 9950, 
20220107, 부산, 시금치, 6670, 
20220107, 대구, 시금치, 5000, 
20220107, 대구, 시금치, 9950, 
20220107, 인천, 시금치, 6250, 
20220107, 광주, 시금치, 5000, 
20220107, 광주, 시금치, 10430, 
20220107, 대전, 시금치, 4370, 
20220107, 대전, 시금치, 5960, 
20220107, 울산, 시금치, 5830, 
20220107, 울산, 시금치, 10430, 
20220107, 경기, 시금치, 4940, 
20220107, 경기의정부, 시금치, 10430, 
20220107, 강원춘천, 시금치, 7480, 
20220107, 강원강릉, 시금치, 5500, 
20220107, 강원강릉, 시금치, 10430, 
20220107, 청주, 시금치, 5000, 
20220107, 전남순천, 시금치, 10430, 
20220107, 전남순천, 시금치, 5000, 
20220107, 전남순천, 당근, 3000, 
20220107, 경북포항, 당근, 2500, 
20220107, 경북포항, 당근, 3990, 
20220107, 경북안동, 당근, 2980, 
20220107, 경남창원, 당근, 2750, 
20220107, 경남창원, 당근, 2980, 
20220107, 제주, 당근, 3160, 
20220107, 제주, 당근, 2980, 
20220107, 서울서부, 당근, 23000, 
20220107, 부산, 당근, 24000, 
20220107, 대구, 당근, 24000, 
20220107, 강원강릉, 땅콩, 2500, 
20220107, 청주, 땅콩, 2600, 
20220107, 전북전주, 땅콩, 2100, 
20220107, 전주, 땅콩, 3330, 
20220107, 전남순천, 땅콩, 2500, 
20220107, 경북포항, 땅콩, 2150, 
20220107, 경북안동, 땅콩, 3330, 
20220107, 제주, 땅콩, 3330, 
20220107, 부산, 땅콩, 300000, 
20220107, 대구, 땅콩, 330000, 
20220107, 대전, 땅콩, 315000, 
20220107, 서울서부, 땅콩, 630, 
20220107, 서울서부, 땅콩, 730, 
20220107, 서울, 땅콩, 1070, 
20220107, 서울, 땅콩, 1000, 
20220107, 서울, 땅콩, 980, 
20220107, 부산, 땅콩, 700, 
20220107, 부산, 땅콩, 990, 
20220107, 부산, 땅콩, 880, 
20220107, 대구, 땅콩, 1000, 
20220107, 대구, 땅콩, 990, 
20220107, 인천, 땅콩, 820, 
20220107, 인천, 땅콩, 1070, 
20220107, 광주, 땅콩, 780, 
20220107, 광주, 땅콩, 990, 
20220107, 광주, 땅콩, 1000, 
20220107, 대전, 땅콩, 1000, 
20220107, 대전, 땅콩, 1070, 
20220107, 울산, 땅콩, 670, 
20220107, 울산, 땅콩, 990, 
20220107, 세종, 땅콩, 1000, 
20220107, 경기수원, 땅콩, 760, 
20220107, 경기, 땅콩, 700, 
20220107, 경기의정부, 땅콩, 990, 
20220107, 강원춘천, 땅콩, 830, 
20220107, 강원, 땅콩, 1070, 
20220107, 강원강릉, 땅콩, 720, 
20220107, 강원, 땅콩, 3160, 
20220107, 강원강릉, 땅콩, 990, 
20220107, 광주, 팥(적두), 7980, 
20220107, 대전, 팥(적두), 7500, 
20220107, 대전, 팥(적두), 7980, 
20220107, 대전, 팥(적두), 12900, 
20220107, 울산, 팥(적두), 7800, 
20220107, 울산, 팥(적두), 5550, 
20220107, 세종, 팥(적두), 7980, 
20220107, 경기수원, 팥(적두), 6500, 
20220107, 경기, 팥(적두), 8600, 
20220107, 경기의정부, 팥(적두), 5550, 
20220107, 강원춘천, 팥(적두), 5940, 
20220107, 강원, 팥(적두), 12900, 
20220107, 강원강릉, 팥(적두), 7500, 
20220107, 강원강릉, 팥(적두), 5550, 
20220107, 충북청주, 팥(적두), 6410, 
20220107, 청주, 팥(적두), 6690, 
20220107, 전북전주, 팥(적두), 4830, 
20220107, 전주, 팥(적두), 7980, 
20220107, 전남순천, 팥(적두), 4690, 
20220107, 전남순천, 팥(적두), 7250, 
20220107, 경북포항, 팥(적두), 6560, 
20220107, 경북포항, 팥(적두), 12900, 
20220107, 경북안동, 팥(적두), 7980, 
20220107, 경남창원, 팥(적두), 7320, 
20220107, 경남창원, 팥(적두), 7980, 
20220107, 제주, 팥(적두), 6540, 
20220107, 제주, 팥(적두), 9980, 
20220107, 대구, 팥(적두), 346000, 
20220107, 대전, 팥(적두), 316000, 
20220107, 서울서부, 팥(적두), 256000, 
20220107, 부산, 팥(적두), 260000, 
20220107, 대구, 팥(적두), 258000, 
20220107, 광주, 팥(적두), 263000, 
20220107, 대전, 팥(적두), 257000, 
20220107, 서울서부, 녹두, 720000, 
20220107, 부산, 녹두, 685000, 
20220107, 대구, 녹두, 700000, 
20220107, 광주, 녹두, 680000, 
20220107, 부산, 호박, 2000, 
20220107, 경북안동, 배, 39500, 
20220107, 경남창원, 배, 32200, 
20220107, 경남창원, 배, 39500, 
20220107, 제주, 배, 36600, 
20220107, 서울서부, 배, 51200, 
20220107, 부산, 배, 44000, 
20220107, 대구, 배, 47000, 
20220107, 대전, 배, 56600, 
20220107, 서울서부, 배, 25000, 
20220107, 서울, 배, 29980, 
20220107, 서울, 배, 16330, 
20220107, 부산, 배, 30000, 
20220107, 부산, 배, 24750, 
20220107, 대구, 배, 29600, 
20220107, 인천, 배, 25000, 
20220107, 경기수원, 돼지고기, 2300, 
20220107, 경기, 돼지고기, 2450, 
20220107, 경기의정부, 돼지고기, 1790, 
20220107, 강원춘천, 돼지고기, 2490, 
20220107, 강원, 돼지고기, 2480, 
20220107, 강원강릉, 돼지고기, 2630, 
20220107, 강원강릉, 돼지고기, 1790, 
20220107, 충북청주, 돼지고기, 2720, 
20220107, 청주, 돼지고기, 2350, 
20220107, 전북전주, 돼지고기, 2450, 
20220107, 전주, 돼지고기, 2480, 
20220107, 전남순천, 돼지고기, 1790, 
20220107, 전남순천, 돼지고기, 2250, 
20220107, 경북포항, 돼지고기, 2660, 
20220107, 경북포항, 돼지고기, 1980, 
20220107, 경북안동, 돼지고기, 2280, 
20220107, 경남창원, 돼지고기, 2730, 
20220107, 경남창원, 돼지고기, 2500, 
20220107, 제주, 돼지고기, 3000, 
20220107, 제주, 돼지고기, 2880, 
20220107, 서울서부, 돼지고기, 1110, 
20220107, 서울서부, 돼지고기, 1300, 
20220107, 서울, 돼지고기, 1630, 
20220107, 서울, 돼지고기, 1870, 
20220107, 서울, 돼지고기, 1200, 
20220107, 부산, 돼지고기, 1200, 
20220107, 대구, 돼지고기, 1250, 
20220107, 대구, 돼지고기, 1300, 
20220107, 대구, 돼지고기, 1300, 
20220107, 인천, 돼지고기, 1270, 
20220107, 광주, 돼지고기, 1220, 
20220107, 광주, 돼지고기, 1200, 
20220107, 대전, 돼지고기, 1170, 
20220107, 대전, 돼지고기, 1200, 
20220107, 울산, 돼지고기, 1300, 
20220107, 세종, 돼지고기, 1200, 
20220107, 경북포항, 굴, 15600, 
20220107, 경북포항, 굴, 19800, 
20220107, 경북안동, 굴, 31900, 
20220107, 경남창원, 굴, 17000, 
20220107, 경남창원, 굴, 46530, 
20220107, 제주, 굴, 18600, 
20220107, 제주, 굴, 46530, 
20220107, 서울서부, 조기, 3500, 
20220107, 서울서부, 조기, 3500, 
20220107, 서울, 조기, 3980, 
20220107, 서울, 조기, 5270, 
20220107, 서울, 조기, 3270, 
20220107, 부산, 조기, 4000, 
20220107, 부산, 조기, 3990, 
20220107, 인천, 조기, 3500, 
20220107, 광주, 조기, 3500, 
20220107, 광주, 조기, 3990, 
20220107, 대전, 조기, 3330, 
20220107, 대전, 조기, 3980, 
20220107, 울산, 조기, 3500, 
20220107, 울산, 조기, 3990, 
20220107, 대전, 당근, 24000, 
20220107, 서울서부, 당근, 2330, 
20220107, 서울서부, 당근, 2500, 
20220107, 부산, 당근, 2000, 
20220107, 대구, 당근, 2500, 
20220107, 인천, 당근, 2000, 
20220107, 광주, 당근, 2500, 
20220107, 대전, 당근, 1900, 
20220107, 울산, 당근, 2360, 
20220107, 경기수원, 당근, 2330, 
20220107, 충북청주, 당근, 2500, 
20220107, 서울서부, 당근, 14000, 
20220107, 부산, 당근, 14000, 
20220107, 대구, 당근, 13000, 
20220107, 대전, 당근, 14000, 
20220107, 서울서부, 열무, 10000, 
20220107, 부산, 열무, 9000, 
20220107, 대구, 열무, 10000, 
20220107, 대전, 열무, 11000, 
20220107, 서울, 열무, 3990, 
20220107, 서울, 열무, 6150, 
20220107, 서울, 열무, 2320, 
20220107, 서울, 열무, 3990, 
20220107, 부산, 열무, 6150, 
20220107, 대구, 열무, 2650, 
20220107, 대구, 열무, 6150, 
20220107, 울산, 열무, 6150, 
20220107, 경북안동, 고춧가루, 12800, 
20220107, 경남창원, 고춧가루, 12300, 
20220107, 경남창원, 고춧가루, 12800, 
20220107, 제주, 고춧가루, 12400, 
20220107, 제주, 고춧가루, 11800, 
20220107, 서울서부, 미나리, 110000, 
20220107, 부산, 미나리, 90000, 
20220107, 대구, 미나리, 95000, 
20220107, 대전, 미나리, 101000, 
20220107, 서울서부, 미나리, 930, 
20220107, 서울서부, 미나리, 900, 
20220107, 서울, 미나리, 1130, 
20220107, 인천, 미나리, 1000, 
20220107, 광주, 미나리, 630, 
20220107, 대전, 미나리, 1000, 
20220107, 울산, 미나리, 800, 
20220107, 경기수원, 미나리, 900, 
20220107, 강원강릉, 미나리, 860, 
20220107, 전북전주, 미나리, 750, 
20220107, 전남순천, 미나리, 830, 
20220107, 경남창원, 미나리, 850, 
20220107, 제주, 미나리, 1400, 
20220107, 서울서부, 미나리, 100000, 
20220107, 부산, 미나리, 80000, 
20220107, 대구, 미나리, 85000, 
20220107, 대전, 미나리, 91600, 
20220107, 서울서부, 깻잎, 34500, 
20220107, 부산, 깻잎, 32000, 
20220107, 대구, 깻잎, 34000, 
20220107, 대전, 깻잎, 43600, 
20220107, 서울서부, 깻잎, 2500, 
20220107, 서울서부, 깻잎, 2500, 
20220107, 서울, 깻잎, 3840, 
20220107, 서울, 깻잎, 3270, 
20220107, 서울, 깻잎, 2830, 
20220107, 서울, 깻잎, 2880, 
20220107, 서울, 깻잎, 3840, 
20220107, 부산, 깻잎, 1700, 
20220107, 경남창원, 시금치, 4330, 
20220107, 제주, 시금치, 5330, 
20220107, 서울서부, 시금치, 9750, 
20220107, 부산, 시금치, 8000, 
20220107, 대구, 시금치, 9500, 
20220107, 대전, 시금치, 12000, 
20220107, 서울서부, 상추, 21200, 
20220107, 부산, 호박, 1790, 
20220107, 부산, 호박, 1990, 
20220107, 대구, 호박, 2000, 
20220107, 대구, 호박, 2580, 
20220107, 대구, 호박, 1790, 
20220107, 인천, 호박, 2000, 
20220107, 인천, 호박, 2490, 
20220107, 광주, 호박, 2000, 
20220107, 광주, 호박, 1790, 
20220107, 광주, 호박, 2380, 
20220107, 대전, 호박, 2000, 
20220107, 대전, 호박, 2580, 
20220107, 대전, 호박, 2490, 
20220107, 울산, 호박, 2000, 
20220107, 울산, 호박, 1790, 
20220107, 세종, 호박, 2580, 
20220107, 경기수원, 호박, 2000, 
20220107, 경기, 호박, 1980, 
20220107, 경기의정부, 호박, 1790, 
20220107, 강원춘천, 호박, 2230, 
20220107, 강원, 호박, 2490, 
20220107, 강원강릉, 호박, 2000, 
20220107, 강원강릉, 호박, 1790, 
20220107, 충북청주, 호박, 2160, 
20220107, 청주, 호박, 2350, 
20220107, 전북전주, 호박, 1930, 
20220107, 전주, 호박, 2580, 
20220107, 전남순천, 호박, 1790, 
20220107, 전남순천, 호박, 2000, 
20220107, 경북포항, 호박, 1830, 
20220107, 경북포항, 호박, 2490, 
20220107, 경북안동, 호박, 2580, 
20220107, 경남창원, 호박, 1830, 
20220107, 경남창원, 호박, 2580, 
20220107, 제주, 호박, 2160, 
20220107, 제주, 호박, 2580, 
20220107, 서울서부, 호박, 31000, 
20220107, 부산, 호박, 28000, 
20220107, 대전, 양파, 2330, 
20220107, 울산, 양파, 2000, 
20220107, 울산, 양파, 2490, 
20220107, 세종, 양파, 2210, 
20220107, 경기수원, 양파, 2000, 
20220107, 경기, 양파, 1330, 
20220107, 경기의정부, 양파, 2490, 
20220107, 강원춘천, 양파, 2110, 
20220107, 강원, 양파, 2330, 
20220107, 강원강릉, 양파, 2290, 
20220107, 강원강릉, 양파, 2490, 
20220107, 충북청주, 양파, 2280, 
20220107, 청주, 양파, 1330, 
20220107, 전북전주, 양파, 2000, 
20220107, 전주, 양파, 1990, 
20220107, 전남순천, 양파, 2490, 
20220107, 전남순천, 양파, 2000, 
20220107, 경북포항, 양파, 1660, 
20220107, 경북포항, 양파, 2330, 
20220107, 경북안동, 양파, 2210, 
20220107, 경남창원, 양파, 1990, 
20220107, 경남창원, 양파, 2210, 
20220107, 제주, 양파, 2000, 
20220107, 제주, 양파, 2210, 
20220107, 서울서부, 양파, 15100, 
20220107, 부산, 양파, 15000, 
20220107, 대구, 양파, 12000, 
20220107, 대전, 양파, 10500, 
20220107, 서울서부, 양파, 1630, 
20220107, 서울서부, 양파, 1500, 
20220107, 부산, 양파, 1500, 
20220107, 대구, 양파, 1750, 
20220107, 인천, 양파, 1330, 
20220107, 광주, 양파, 1500, 
20220107, 대전, 양파, 1330, 
20220107, 울산, 양파, 1700, 
20220107, 경기수원, 양파, 1700, 
20220107, 경기수원, 조기, 3160, 
20220107, 경기, 조기, 4500, 
20220107, 경기의정부, 조기, 3990, 
20220107, 강원, 조기, 3980, 
20220107, 강원강릉, 조기, 3220, 
20220107, 강원강릉, 조기, 3990, 
20220107, 충북청주, 조기, 3660, 
20220107, 전북전주, 조기, 3500, 
20220107, 전주, 조기, 4980, 
20220107, 전남순천, 조기, 2830, 
20220107, 경남창원, 조기, 3330, 
20220107, 제주, 조기, 5000, 
20220107, 제주, 조기, 4980, 
20220107, 서울서부, 새우젓, 18300, 
20220107, 서울서부, 새우젓, 20000, 
20220107, 서울, 새우젓, 23180, 
20220107, 서울, 새우젓, 25800, 
20220107, 광주, 배, 30000, 
20220107, 대전, 배, 26200, 
20220107, 대전, 배, 39750, 
20220107, 울산, 배, 25000, 
20220107, 경기수원, 배, 29300, 
20220107, 경기의정부, 배, 29980, 
20220107, 강원, 배, 39750, 
20220107, 충북청주, 배, 30000, 
20220107, 전북전주, 배, 25000, 
20220107, 전주, 배, 18170, 
20220107, 전남순천, 배, 21600, 
20220107, 경북포항, 배, 20000, 
20220107, 경북포항, 배, 39750, 
20220107, 경남창원, 배, 23300, 
20220107, 제주, 배, 27800, 
20220107, 서울서부, 감귤, 13000, 
20220107, 부산, 감귤, 13000, 
20220107, 대구, 감귤, 13000, 
20220107, 대전, 감귤, 11600, 
20220107, 서울서부, 감귤, 8000, 
20220107, 부산, 감귤, 11000, 
20220107, 대구, 감귤, 11000, 
20220107, 대전, 감귤, 9660, 
20220107, 서울서부, 단감, 47500, 
20220107, 부산, 단감, 43000, 
20220107, 대구, 단감, 42000, 
20220107, 대전, 단감, 37600, 
20220107, 서울서부, 단감, 12500, 
20220107, 서울서부, 단감, 13100, 
20220107, 서울, 단감, 17980, 
20220107, 부산, 단감, 17000, 
20220107, 부산, 단감, 14980, 
20220107, 대구, 단감, 15600, 
20220107, 인천, 단감, 16000, 
20220107, 인천, 단감, 17980, 
20220107, 광주, 단감, 12000, 
20220107, 대전, 단감, 15500, 
20220107, 대전, 단감, 17980, 
20220107, 울산, 단감, 12100, 
20220107, 경기수원, 돼지고기, 1210, 
20220107, 경기의정부, 돼지고기, 1870, 
20220107, 강원춘천, 돼지고기, 1450, 
20220107, 강원강릉, 돼지고기, 1410, 
20220107, 강원강릉, 돼지고기, 2000, 
20220107, 충북청주, 돼지고기, 1260, 
20220107, 전북전주, 돼지고기, 1370, 
20220107, 전주, 돼지고기, 1200, 
20220107, 전남순천, 돼지고기, 1900, 
20220107, 경북안동, 돼지고기, 1300, 
20220107, 경남창원, 돼지고기, 1360, 
20220107, 경남창원, 돼지고기, 1200, 
20220107, 제주, 돼지고기, 1300, 
20220107, 제주, 돼지고기, 1200, 
20220107, 서울서부, 돼지고기, 2020, 
20220107, 서울서부, 돼지고기, 2170, 
20220107, 서울, 돼지고기, 2580, 
20220107, 서울, 돼지고기, 1790, 
20220107, 부산, 상추, 20000, 
20220107, 대구, 상추, 21000, 
20220107, 대전, 상추, 25700, 
20220107, 서울서부, 상추, 1080, 
20220107, 서울서부, 상추, 1000, 
20220107, 서울, 상추, 1660, 
20220107, 서울, 상추, 1490, 
20220107, 서울, 상추, 1240, 
20220107, 서울, 상추, 1320, 
20220107, 서울, 상추, 1660, 
20220107, 부산, 상추, 850, 
20220107, 부산, 상추, 1490, 
20220107, 대구, 상추, 900, 
20220107, 대구, 상추, 1190, 
20220107, 대구, 상추, 1490, 
20220107, 인천, 상추, 1000, 
20220107, 인천, 상추, 1660, 
20220107, 광주, 상추, 900, 
20220107, 광주, 상추, 1490, 
20220107, 광주, 상추, 1240, 
20220107, 대전, 상추, 1000, 
20220107, 대전, 상추, 1240, 
20220107, 대전, 상추, 1660, 
20220107, 울산, 상추, 1000, 
20220107, 울산, 상추, 1490, 
20220107, 세종, 상추, 1240, 
20220107, 경기수원, 상추, 830, 
20220107, 경기, 상추, 1250, 
20220107, 경기의정부, 상추, 1490, 
20220107, 강원춘천, 상추, 1020, 
20220107, 강원, 상추, 1660, 
20220107, 강원강릉, 상추, 1160, 
20220107, 강원강릉, 열무, 6070, 
20220107, 청주, 열무, 2210, 
20220107, 전남순천, 열무, 6150, 
20220107, 경북안동, 열무, 2650, 
20220107, 경남창원, 열무, 2650, 
20220107, 서울서부, 열무, 9000, 
20220107, 부산, 열무, 7000, 
20220107, 대구, 열무, 8000, 
20220107, 대전, 열무, 10000, 
20220107, 서울서부, 건고추, 600000, 
20220107, 부산, 건고추, 550000, 
20220107, 대구, 건고추, 525000, 
20220107, 서울, 건고추, 11980, 
20220107, 부산, 건고추, 17000, 
20220107, 대구, 건고추, 13000, 
20220107, 광주, 건고추, 10600, 
20220107, 광주, 건고추, 11980, 
20220107, 대전, 건고추, 13000, 
20220107, 경기, 건고추, 12780, 
20220107, 충북청주, 건고추, 12300, 
20220107, 전북전주, 건고추, 10600, 
20220107, 전남순천, 건고추, 11980, 
20220107, 전남순천, 건고추, 11600, 
20220107, 경북포항, 건고추, 15600, 
20220107, 경남창원, 건고추, 16000, 
20220107, 제주, 건고추, 18300, 
20220107, 서울서부, 건고추, 550000, 
20220107, 부산, 건고추, 500000, 
20220107, 대구, 건고추, 462000, 
20220107, 대전, 건고추, 450000, 
20220107, 서울서부, 건고추, 750000, 
20220107, 부산, 건고추, 725000, 
20220107, 대구, 건고추, 675000, 
20220107, 대전, 건고추, 633000, 
20220107, 서울서부, 건고추, 18000, 
20220107, 서울서부, 건고추, 19300, 
20220107, 부산, 건고추, 20000, 
20220107, 대구, 건고추, 18000, 
20220107, 부산, 깻잎, 3820, 
20220107, 부산, 깻잎, 3320, 
20220107, 대구, 깻잎, 2200, 
20220107, 대구, 깻잎, 3360, 
20220107, 대구, 깻잎, 3270, 
20220107, 인천, 깻잎, 3840, 
20220107, 광주, 깻잎, 2500, 
20220107, 광주, 깻잎, 3820, 
20220107, 강원춘천, 양파, 1800, 
20220107, 충북청주, 땅콩, 790, 
20220107, 전북전주, 땅콩, 660, 
20220107, 전주, 땅콩, 1000, 
20220107, 전남순천, 땅콩, 990, 
20220107, 전남순천, 땅콩, 660, 
20220107, 경북포항, 땅콩, 560, 
20220107, 경북포항, 땅콩, 1070, 
20220107, 경북안동, 땅콩, 1000, 
20220107, 경남창원, 땅콩, 700, 
20220107, 경남창원, 땅콩, 1000, 
20220107, 제주, 땅콩, 670, 
20220107, 서울서부, 느타리버섯, 9000, 
20220107, 부산, 느타리버섯, 9000, 
20220107, 대구, 느타리버섯, 9000, 
20220107, 대전, 느타리버섯, 11000, 
20220107, 서울서부, 느타리버섯, 1160, 
20220107, 서울, 느타리버섯, 1100, 
20220107, 서울, 느타리버섯, 1780, 
20220107, 부산, 느타리버섯, 1000, 
20220107, 대구, 느타리버섯, 1030, 
20220107, 광주, 느타리버섯, 800, 
20220107, 대전, 느타리버섯, 810, 
